text,label
The best Bond film since GoldenEye. Daniel Craig is a great James Bond and the film is so much better without all the gadgets and missiles hidden in underground lairs. The music is great as well.,positive
Paras Bond... tai ei noin oikeestaan voi sanoa: paremminkin erilaisin Bond. Daniel Graig on mustanpuhuva niin kuin koko elokuvakin.,negative
Bond reinvented again. Daniel Craig takes on the mantle of the world's most famous spy - and carries it off with style and much more physicality than previous Bond films. A joy to watch after the disaster that was Die Another Day.,positive
Probably the best Bond film yet,positive
Brilliant Bond film... one of the best. They tonne is much darker (like Bourne) and story line compelling. Daniel Craig is brilliant... one of the best Bond films ever.,positive
"Not a Bond fan, but I liked this one.",negative
"Quality return to form for the series - DG is a brillaint gritty bond, the action is far more real then ever before. And as for Eva Green, mmmmmmmmmm :-)",positive
Gritty yet good looking....a real hark back to the original books,positive
"Not a bond fan, and not a fan of the blond bond, but I loved to watch him fall in love, hehe. =)",positive
don't sleep. they really re-booted this franchise. action scenes are off the hook. and daniel craig has made this character all his own. can't wait for 2008.,positive
Finaly a Bond who's not an over-the-hill loser making sexual inuendo at girls young enough to be his grand-daughter. Plus I like how brutal the action is.,positive
best bond yet and I have em all,positive
"New Bond was great, but the casino scenes were pretty slow. As a side note, I hate the World Series of Poker and wish it'd get off of ESPN. I'd rather watch the PBA.",positive
watch out Mr. Connery,positive
"Yes, yes... we all heard it. The shock when fans learned that Pierce Brosnan was no longer going to portray the famous Jame Bond. So, the rumors began! Who was going to don the tux next? Eric Bana? Clive Owen? Hugh Jackman? Well, much to everyone's surprise, Daniel Craig ended up being the next 007 for the revamp of Casino Royale. Now, insert months and months of media scrutiny. Everything from James 'Blond' to James 'Bland', no held back their opinions about the casting saying that the casting directors were just plain stupid. Well, on November 17, 2006, the movie opened and the only ones who were stupid were the ones who doubted this would work. Within a few minutes of the movie, you simply forget why everyone was complaining in the first place. ""Oh wait, the guy was blond? I didn't notice."" So what made the film so great? Let's start with actors. Daniel Craig, as far as I'm concerned, is James Bond whether the publis likes it or not. The accent is spot on and the months of training he participated in for this role pays off in one particualr scene. Now on to the Bond girl. Eva Green is by far the best I've seen. While the others may have swimsuit bodies and and obvious sex appeal, Eva combines beauty with brains and a razor-sharp tongue. The acting is competent in every corner of the movie when no weak links in sight. While the action scenes are nice, what really makes your money worthwhile here, is the playful banter between Craig and Green. As soon as Craig shoots something at Green, she has something else to say right back at him. Which is a breath of fresh air since you don't see that very much. I highly doubt you'll find these kind of conversations in ""Die Another Day"". Yes, that's right... I just bashed Halle Berry. My only complaint with this film is that there weren't enough bickering between the two stars. If I can recall correctly, there are only four instances where the above mentioned takes place and the last two verbal wars are extremely short. All in all, this film made me a fan of the franchise and had me going into the movie theaters twice. That's right... I paid two full movie tickets for it. I give Casino Royale(2006) a 5 out of 5.",positive
Not to much into James Bond. But this moviee I enjoyed =),positive
It wasn't bad but Daniel Craig just didn't convince me he was Bond,negative
"My favorite bond film next to ""Goldeneye"".",positive
Best Bond flick ever.,positive
"I've been waiting for years for the Bond films to get back to the books. So, what's the chance of them re-doing them all?!?",positive
SEXY!!! Everything about this movie is incredible! Someday... I will marry Daniel Craig and have his babies,positive
"I watched the movie for the first time about 3 years after the movie released. It was amazing, unlike anything i ever expected. Daniel Craig revived Bond from the downhill spiral Pierce Brosman did to it. The action, the suspense, the thrill--all were top shape. Definitely one of the best movies I have ever seen.",positive
a good james bond movie..its a thriller!,positive
I'm among those who think this was the best 007 film ever. Surprisingly good!,positive
Better than Connery...,positive
"Everybody slated Daniel Craig before he'd even set foot on set, but they needn't have worried (i didn't!) he lives up to everything that has gone before him marking his Bond as one of the very best. Personally, I put him a very, very close second to Connery!",positive
Brilliant. This saved the franchise.,positive
"Not usually a big Bond fan, but Daniel Craig makes this Bond different than the usual...in a good way. Check the eyes out!",positive
